juez,motivo,seguro,class
Juez4,Motivo4,Seguro1,Desfavorable
Juez2,Motivo4,Seguro7,Desfavorable
Juez4,Motivo2,Seguro3,Favorable
Juez1,Motivo1,Seguro5,Desfavorable
Juez2,Motivo2,Seguro6,Desfavorable
Juez3,Motivo4,Seguro4,Desfavorable
Juez3,Motivo3,Seguro2,Desfavorable
Juez3,Motivo2,Seguro6,Desfavorable
Juez1,Motivo1,Seguro3,Desfavorable
Juez1,Motivo2,Seguro1,Favorable
Juez4,Motivo1,Seguro3,Desfavorable
Juez4,Motivo3,Seguro4,Desfavorable
Juez1,Motivo4,Seguro3,Favorable
Juez4,Motivo3,Seguro7,Favorable
Juez1,Motivo3,Seguro6,Desfavorable
Juez3,Motivo1,Seguro7,Desfavorable
Juez3,Motivo3,Seguro2,Desfavorable
Juez2,Motivo4,Seguro5,Favorable
Juez2,Motivo4,Seguro6,Desfavorable
Juez4,Motivo4,Seguro7,Desfavorable
Juez1,Motivo4,Seguro1,Desfavorable
Juez4,Motivo2,Seguro7,Desfavorable
Juez2,Motivo3,Seguro1,Desfavorable
Juez4,Motivo4,Seguro3,Favorable
Juez1,Motivo1,Seguro2,Desfavorable
Juez2,Motivo3,Seguro7,Desfavorable
Juez2,Motivo3,Seguro1,Desfavorable
Juez4,Motivo1,Seguro3,Favorable
Juez2,Motivo1,Seguro3,Favorable
Juez2,Motivo4,Seguro5,Desfavorable
Juez2,Motivo3,Seguro5,Desfavorable
Juez3,Motivo2,Seguro6,Desfavorable
Juez2,Motivo3,Seguro1,Desfavorable
Juez4,Motivo1,Seguro7,Favorable
Juez1,Motivo3,Seguro7,Desfavorable
Juez2,Motivo1,Seguro3,Favorable
Juez3,Motivo3,Seguro4,Desfavorable
Juez2,Motivo4,Seguro6,Desfavorable
Juez1,Motivo3,Seguro6,Desfavorable
Juez2,Motivo1,Seguro1,Favorable
Juez3,Motivo2,Seguro1,Desfavorable
Juez1,Motivo1,Seguro7,Favorable
Juez1,Motivo1,Seguro4,Desfavorable
Juez4,Motivo4,Seguro4,Desfavorable
Juez4,Motivo3,Seguro7,Favorable
Juez4,Motivo2,Seguro3,Favorable
Juez3,Motivo1,Seguro3,Desfavorable
Juez2,Motivo3,Seguro3,Desfavorable
Juez4,Motivo2,Seguro1,Desfavorable
Juez4,Motivo2,Seguro3,Favorable
Juez4,Motivo3,Seguro3,Desfavorable
Juez2,Motivo4,Seguro2,Desfavorable
Juez2,Motivo2,Seguro1,Favorable
Juez2,Motivo3,Seguro5,Desfavorable
Juez1,Motivo3,Seguro2,Favorable
Juez4,Motivo3,Seguro5,Favorable
Juez1,Motivo3,Seguro4,Favorable
Juez4,Motivo2,Seguro2,Favorable
Juez1,Motivo1,Seguro2,Desfavorable
Juez3,Motivo4,Seguro7,Desfavorable
Juez3,Motivo3,Seguro6,Favorable
Juez1,Motivo3,Seguro3,Desfavorable
Juez3,Motivo1,Seguro4,Desfavorable
Juez1,Motivo4,Seguro2,Desfavorable
Juez3,Motivo3,Seguro7,Favorable
Juez4,Motivo2,Seguro4,Desfavorable
Juez1,Motivo3,Seguro5,Favorable
Juez4,Motivo2,Seguro2,Favorable
Juez2,Motivo2,Seguro5,Favorable
Juez2,Motivo1,Seguro2,Favorable
Juez3,Motivo2,Seguro2,Desfavorable
Juez1,Motivo4,Seguro2,Desfavorable
Juez2,Motivo1,Seguro6,Favorable
Juez4,Motivo1,Seguro3,Desfavorable
Juez2,Motivo1,Seguro4,Favorable
Juez1,Motivo4,Seguro1,Desfavorable
Juez1,Motivo3,Seguro3,Desfavorable
Juez4,Motivo3,Seguro2,Desfavorable
Juez1,Motivo2,Seguro1,Favorable
Juez1,Motivo3,Seguro2,Favorable
Juez3,Motivo4,Seguro6,Favorable
Juez3,Motivo2,Seguro6,Desfavorable
Juez2,Motivo3,Seguro2,Desfavorable
Juez1,Motivo1,Seguro4,Desfavorable
Juez3,Motivo4,Seguro7,Favorable
Juez1,Motivo2,Seguro6,Favorable
Juez1,Motivo4,Seguro2,Desfavorable
Juez2,Motivo3,Seguro1,Desfavorable
Juez4,Motivo4,Seguro7,Desfavorable
Juez4,Motivo3,Seguro6,Desfavorable
Juez3,Motivo4,Seguro7,Desfavorable
Juez3,Motivo1,Seguro2,Desfavorable
Juez2,Motivo1,Seguro5,Favorable
Juez1,Motivo4,Seguro7,Favorable
Juez3,Motivo3,Seguro2,Desfavorable
Juez4,Motivo2,Seguro2,Favorable
Juez3,Motivo1,Seguro1,Desfavorable
Juez2,Motivo3,Seguro7,Favorable
Juez3,Motivo1,Seguro6,Desfavorable
Juez4,Motivo3,Seguro1,Desfavorable
Juez2,Motivo4,Seguro3,Desfavorable
Juez1,Motivo1,Seguro3,Favorable
Juez3,Motivo2,Seguro1,Desfavorable
Juez2,Motivo1,Seguro3,Favorable
Juez4,Motivo2,Seguro5,Desfavorable
Juez1,Motivo2,Seguro6,Favorable
Juez2,Motivo4,Seguro3,Desfavorable
Juez2,Motivo1,Seguro7,Desfavorable
Juez3,Motivo2,Seguro5,Desfavorable
Juez3,Motivo2,Seguro6,Desfavorable
Juez1,Motivo2,Seguro7,Favorable
Juez2,Motivo3,Seguro2,Favorable
Juez2,Motivo1,Seguro2,Favorable
Juez2,Motivo3,Seguro4,Desfavorable
Juez4,Motivo2,Seguro7,Desfavorable
Juez2,Motivo3,Seguro2,Desfavorable
Juez1,Motivo3,Seguro2,Desfavorable
Juez1,Motivo4,Seguro1,Desfavorable
Juez4,Motivo3,Seguro7,Favorable
Juez4,Motivo2,Seguro1,Desfavorable
Juez3,Motivo3,Seguro6,Favorable
Juez3,Motivo1,Seguro5,Desfavorable
Juez3,Motivo2,Seguro7,Favorable
Juez1,Motivo4,Seguro1,Desfavorable
Juez4,Motivo4,Seguro3,Favorable
Juez2,Motivo3,Seguro5,Desfavorable
Juez2,Motivo1,Seguro7,Desfavorable
Juez1,Motivo4,Seguro6,Favorable
Juez4,Motivo3,Seguro6,Desfavorable
Juez3,Motivo1,Seguro4,Desfavorable
Juez3,Motivo3,Seguro1,Favorable
Juez1,Motivo2,Seguro7,Favorable
Juez2,Motivo3,Seguro3,Desfavorable
Juez1,Motivo2,Seguro6,Favorable
Juez1,Motivo3,Seguro3,Desfavorable
Juez2,Motivo3,Seguro7,Desfavorable
Juez2,Motivo3,Seguro3,Desfavorable
Juez4,Motivo1,Seguro1,Favorable
Juez1,Motivo1,Seguro5,Favorable
Juez3,Motivo1,Seguro5,Desfavorable
Juez4,Motivo1,Seguro4,Desfavorable
Juez4,Motivo4,Seguro6,Desfavorable
Juez3,Motivo2,Seguro4,Desfavorable
Juez4,Motivo2,Seguro7,Desfavorable
Juez2,Motivo1,Seguro4,Favorable
Juez1,Motivo1,Seguro4,Desfavorable
Juez4,Motivo1,Seguro7,Favorable
Juez3,Motivo2,Seguro1,Desfavorable
Juez1,Motivo1,Seguro1,Desfavorable
Juez1,Motivo1,Seguro7,Desfavorable
Juez4,Motivo3,Seguro5,Favorable
Juez1,Motivo3,Seguro1,Desfavorable
Juez3,Motivo4,Seguro2,Favorable
Juez3,Motivo1,Seguro7,Desfavorable
Juez1,Motivo3,Seguro5,Favorable
Juez1,Motivo1,Seguro4,Desfavorable
Juez4,Motivo3,Seguro5,Favorable
Juez4,Motivo1,Seguro5,Desfavorable
Juez2,Motivo3,Seguro5,Desfavorable
Juez2,Motivo1,Seguro5,Desfavorable
Juez1,Motivo1,Seguro3,Desfavorable
Juez3,Motivo4,Seguro5,Favorable
Juez1,Motivo3,Seguro6,Desfavorable
Juez1,Motivo4,Seguro7,Favorable
Juez3,Motivo2,Seguro2,Desfavorable
Juez1,Motivo3,Seguro4,Favorable
Juez1,Motivo1,Seguro1,Desfavorable
Juez4,Motivo3,Seguro5,Favorable
Juez3,Motivo4,Seguro4,Favorable
Juez1,Motivo3,Seguro1,Desfavorable
Juez4,Motivo3,Seguro7,Desfavorable
Juez4,Motivo3,Seguro6,Desfavorable
Juez3,Motivo1,Seguro2,Desfavorable
Juez1,Motivo3,Seguro5,Desfavorable
Juez2,Motivo1,Seguro6,Favorable
Juez4,Motivo1,Seguro1,Desfavorable
Juez2,Motivo4,Seguro4,Favorable
Juez3,Motivo3,Seguro1,Favorable
Juez1,Motivo1,Seguro4,Desfavorable
Juez4,Motivo1,Seguro6,Desfavorable
Juez3,Motivo3,Seguro2,Desfavorable
Juez3,Motivo1,Seguro4,Desfavorable
Juez3,Motivo2,Seguro7,Favorable
Juez4,Motivo1,Seguro5,Desfavorable
Juez4,Motivo3,Seguro7,Favorable
Juez3,Motivo1,Seguro2,Desfavorable
Juez1,Motivo3,Seguro2,Favorable
Juez4,Motivo1,Seguro2,Favorable
Juez2,Motivo4,Seguro6,Desfavorable
Juez3,Motivo3,Seguro2,Desfavorable
Juez2,Motivo3,Seguro2,Desfavorable
Juez4,Motivo2,Seguro6,Desfavorable
Juez1,Motivo3,Seguro6,Desfavorable
Juez3,Motivo2,Seguro2,Desfavorable
Juez4,Motivo1,Seguro5,Desfavorable
Juez2,Motivo4,Seguro2,Favorable
Juez1,Motivo3,Seguro2,Favorable
Juez2,Motivo3,Seguro5,Favorable
Juez1,Motivo1,Seguro4,Desfavorable
Juez1,Motivo3,Seguro7,Desfavorable
Juez4,Motivo4,Seguro5,Desfavorable
Juez2,Motivo4,Seguro4,Favorable
Juez3,Motivo3,Seguro3,Desfavorable
Juez3,Motivo4,Seguro7,Desfavorable
Juez1,Motivo4,Seguro1,Desfavorable
Juez1,Motivo1,Seguro2,Desfavorable
Juez1,Motivo2,Seguro3,Desfavorable
Juez3,Motivo2,Seguro1,Desfavorable
Juez3,Motivo4,Seguro4,Desfavorable
Juez4,Motivo2,Seguro1,Desfavorable
Juez3,Motivo4,Seguro4,Favorable
Juez4,Motivo1,Seguro5,Desfavorable
Juez2,Motivo3,Seguro6,Favorable
Juez1,Motivo4,Seguro5,Favorable
Juez2,Motivo2,Seguro1,Favorable
Juez1,Motivo2,Seguro5,Favorable
Juez1,Motivo2,Seguro3,Desfavorable
Juez2,Motivo1,Seguro4,Desfavorable
Juez4,Motivo3,Seguro1,Favorable
Juez2,Motivo4,Seguro1,Desfavorable
Juez2,Motivo1,Seguro1,Favorable
Juez4,Motivo2,Seguro2,Favorable
Juez3,Motivo1,Seguro4,Desfavorable
Juez2,Motivo1,Seguro1,Favorable
Juez4,Motivo3,Seguro1,Desfavorable
Juez2,Motivo3,Seguro7,Desfavorable
Juez1,Motivo4,Seguro2,Desfavorable
Juez3,Motivo2,Seguro7,Favorable
Juez2,Motivo1,Seguro7,Desfavorable
Juez3,Motivo3,Seguro1,Favorable
Juez1,Motivo2,Seguro7,Favorable
Juez2,Motivo1,Seguro7,Desfavorable
Juez2,Motivo3,Seguro7,Favorable
Juez2,Motivo2,Seguro1,Favorable
Juez4,Motivo4,Seguro5,Desfavorable
Juez3,Motivo2,Seguro2,Desfavorable
Juez3,Motivo2,Seguro4,Favorable
Juez3,Motivo4,Seguro5,Desfavorable
Juez2,Motivo3,Seguro5,Desfavorable
Juez1,Motivo1,Seguro7,Favorable
Juez4,Motivo4,Seguro2,Favorable
Juez2,Motivo1,Seguro5,Favorable
Juez4,Motivo4,Seguro4,Desfavorable
Juez1,Motivo3,Seguro2,Favorable
Juez4,Motivo4,Seguro7,Favorable
Juez2,Motivo2,Seguro3,Desfavorable
Juez2,Motivo3,Seguro3,Desfavorable
Juez4,Motivo3,Seguro2,Desfavorable
Juez4,Motivo2,Seguro2,Favorable
Juez4,Motivo3,Seguro4,Desfavorable
Juez1,Motivo3,Seguro5,Favorable
Juez3,Motivo3,Seguro3,Desfavorable
Juez3,Motivo2,Seguro6,Desfavorable
Juez3,Motivo1,Seguro3,Desfavorable
Juez1,Motivo4,Seguro1,Desfavorable
Juez3,Motivo1,Seguro1,Desfavorable
Juez3,Motivo1,Seguro5,Desfavorable
Juez3,Motivo4,Seguro4,Favorable
Juez2,Motivo1,Seguro1,Favorable
Juez2,Motivo4,Seguro5,Favorable
Juez2,Motivo4,Seguro4,Favorable
Juez2,Motivo4,Seguro7,Favorable
Juez3,Motivo1,Seguro4,Desfavorable
Juez4,Motivo3,Seguro2,Desfavorable
Juez3,Motivo3,Seguro3,Desfavorable
Juez2,Motivo3,Seguro2,Desfavorable
Juez3,Motivo4,Seguro2,Favorable
Juez4,Motivo1,Seguro5,Desfavorable
Juez1,Motivo2,Seguro6,Favorable
Juez1,Motivo3,Seguro1,Desfavorable
Juez3,Motivo3,Seguro6,Favorable
Juez1,Motivo2,Seguro6,Favorable
Juez3,Motivo4,Seguro3,Desfavorable
Juez4,Motivo4,Seguro1,Favorable
Juez3,Motivo2,Seguro6,Desfavorable
Juez3,Motivo4,Seguro2,Favorable
Juez1,Motivo4,Seguro3,Favorable
Juez1,Motivo1,Seguro2,Desfavorable
Juez1,Motivo2,Seguro1,Favorable
Juez4,Motivo3,Seguro7,Favorable
Juez2,Motivo3,Seguro7,Desfavorable
Juez3,Motivo2,Seguro5,Favorable
Juez4,Motivo2,Seguro7,Desfavorable
Juez4,Motivo1,Seguro4,Desfavorable
Juez4,Motivo1,Seguro2,Favorable
Juez3,Motivo1,Seguro4,Desfavorable
Juez2,Motivo1,Seguro2,Favorable
Juez2,Motivo1,Seguro2,Favorable
Juez1,Motivo1,Seguro7,Favorable
Juez2,Motivo2,Seguro1,Desfavorable
Juez1,Motivo1,Seguro5,Favorable
Juez3,Motivo4,Seguro4,Desfavorable
Juez2,Motivo4,Seguro4,Desfavorable
Juez2,Motivo4,Seguro7,Favorable
Juez1,Motivo4,Seguro2,Desfavorable
Juez2,Motivo3,Seguro2,Desfavorable
Juez1,Motivo1,Seguro2,Desfavorable
Juez4,Motivo3,Seguro3,Desfavorable
Juez3,Motivo2,Seguro1,Desfavorable
Juez2,Motivo1,Seguro1,Favorable
Juez3,Motivo3,Seguro7,Desfavorable
Juez3,Motivo2,Seguro5,Favorable
Juez2,Motivo2,Seguro1,Desfavorable
Juez1,Motivo2,Seguro6,Desfavorable
Juez4,Motivo2,Seguro6,Desfavorable
Juez3,Motivo1,Seguro1,Favorable
Juez3,Motivo3,Seguro4,Desfavorable
Juez3,Motivo2,Seguro3,Favorable
Juez2,Motivo2,Seguro5,Desfavorable
Juez2,Motivo2,Seguro1,Favorable
Juez4,Motivo2,Seguro5,Desfavorable
Juez1,Motivo2,Seguro6,Favorable
Juez4,Motivo4,Seguro1,Favorable
Juez2,Motivo2,Seguro1,Favorable
Juez3,Motivo1,Seguro3,Desfavorable
Juez1,Motivo2,Seguro6,Favorable
Juez4,Motivo4,Seguro5,Desfavorable
Juez1,Motivo3,Seguro6,Desfavorable
Juez2,Motivo3,Seguro3,Favorable
Juez3,Motivo1,Seguro1,Desfavorable
Juez2,Motivo3,Seguro7,Desfavorable
Juez2,Motivo3,Seguro2,Favorable
Juez3,Motivo4,Seguro1,Favorable
Juez4,Motivo3,Seguro4,Desfavorable
Juez2,Motivo1,Seguro6,Favorable
Juez2,Motivo4,Seguro4,Favorable
Juez3,Motivo3,Seguro5,Desfavorable
Juez4,Motivo3,Seguro4,Desfavorable
Juez4,Motivo1,Seguro4,Desfavorable
Juez1,Motivo2,Seguro6,Favorable
Juez3,Motivo4,Seguro2,Favorable
Juez1,Motivo4,Seguro4,Desfavorable
Juez2,Motivo2,Seguro3,Desfavorable
Juez4,Motivo1,Seguro2,Favorable
Juez2,Motivo4,Seguro5,Favorable
Juez1,Motivo1,Seguro5,Desfavorable
Juez3,Motivo4,Seguro1,Desfavorable
Juez2,Motivo3,Seguro5,Desfavorable
Juez4,Motivo3,Seguro1,Desfavorable
Juez1,Motivo2,Seguro5,Favorable
Juez1,Motivo2,Seguro1,Favorable
Juez2,Motivo4,Seguro5,Favorable
Juez3,Motivo3,Seguro5,Desfavorable
Juez3,Motivo3,Seguro4,Favorable
Juez1,Motivo4,Seguro6,Favorable
Juez1,Motivo1,Seguro6,Desfavorable
Juez2,Motivo2,Seguro2,Desfavorable
Juez2,Motivo1,Seguro5,Favorable
Juez3,Motivo2,Seguro3,Favorable
Juez1,Motivo2,Seguro5,Favorable
Juez3,Motivo3,Seguro5,Desfavorable
Juez1,Motivo2,Seguro3,Desfavorable
Juez4,Motivo1,Seguro5,Desfavorable
Juez1,Motivo3,Seguro3,Desfavorable
Juez2,Motivo2,Seguro2,Desfavorable
Juez4,Motivo3,Seguro2,Desfavorable
Juez4,Motivo4,Seguro4,Desfavorable
Juez1,Motivo3,Seguro1,Desfavorable
Juez3,Motivo2,Seguro3,Favorable
Juez2,Motivo4,Seguro4,Favorable
Juez1,Motivo3,Seguro4,Favorable
Juez1,Motivo3,Seguro1,Desfavorable
Juez3,Motivo3,Seguro5,Desfavorable
Juez2,Motivo3,Seguro6,Favorable
Juez3,Motivo4,Seguro5,Favorable
Juez3,Motivo3,Seguro1,Favorable
Juez4,Motivo1,Seguro3,Desfavorable
Juez2,Motivo1,Seguro2,Desfavorable
Juez1,Motivo3,Seguro6,Desfavorable
Juez2,Motivo1,Seguro3,Favorable
Juez2,Motivo2,Seguro5,Favorable
Juez1,Motivo1,Seguro2,Favorable
Juez1,Motivo1,Seguro6,Desfavorable
Juez1,Motivo4,Seguro7,Favorable
Juez1,Motivo2,Seguro2,Favorable
Juez1,Motivo1,Seguro7,Favorable
Juez4,Motivo4,Seguro6,Desfavorable
Juez4,Motivo2,Seguro6,Desfavorable
Juez1,Motivo1,Seguro3,Desfavorable
Juez3,Motivo3,Seguro7,Desfavorable
Juez1,Motivo4,Seguro2,Desfavorable
Juez4,Motivo2,Seguro2,Favorable
Juez1,Motivo4,Seguro1,Desfavorable
Juez4,Motivo4,Seguro7,Desfavorable
Juez3,Motivo1,Seguro1,Desfavorable
Juez1,Motivo4,Seguro6,Favorable
Juez1,Motivo2,Seguro1,Favorable
Juez4,Motivo3,Seguro6,Desfavorable
Juez1,Motivo1,Seguro6,Favorable
Juez3,Motivo4,Seguro7,Desfavorable
Juez3,Motivo3,Seguro3,Desfavorable
Juez4,Motivo2,Seguro5,Desfavorable
Juez4,Motivo3,Seguro4,Desfavorable
Juez3,Motivo2,Seguro3,Desfavorable
Juez1,Motivo2,Seguro1,Favorable
Juez4,Motivo1,Seguro5,Desfavorable
Juez1,Motivo2,Seguro1,Favorable
Juez2,Motivo1,Seguro2,Favorable
Juez4,Motivo1,Seguro4,Desfavorable
Juez3,Motivo1,Seguro7,Desfavorable
Juez1,Motivo4,Seguro1,Desfavorable
Juez3,Motivo1,Seguro6,Favorable
Juez2,Motivo1,Seguro4,Favorable
Juez3,Motivo4,Seguro4,Desfavorable
Juez2,Motivo2,Seguro6,Desfavorable
Juez1,Motivo1,Seguro1,Desfavorable
Juez1,Motivo4,Seguro6,Favorable
Juez3,Motivo3,Seguro7,Desfavorable
Juez2,Motivo4,Seguro1,Desfavorable
Juez4,Motivo2,Seguro6,Desfavorable
Juez1,Motivo2,Seguro1,Favorable
Juez2,Motivo1,Seguro6,Favorable
Juez2,Motivo1,Seguro5,Favorable
Juez4,Motivo2,Seguro3,Favorable
Juez2,Motivo3,Seguro3,Desfavorable
Juez2,Motivo2,Seguro3,Desfavorable
Juez4,Motivo3,Seguro4,Desfavorable
Juez2,Motivo2,Seguro3,Desfavorable
Juez3,Motivo1,Seguro5,Desfavorable
Juez3,Motivo4,Seguro1,Desfavorable
Juez1,Motivo1,Seguro4,Desfavorable
Juez2,Motivo1,Seguro2,Favorable
Juez2,Motivo3,Seguro5,Desfavorable
Juez4,Motivo3,Seguro1,Desfavorable
Juez3,Motivo1,Seguro7,Desfavorable
Juez2,Motivo4,Seguro4,Favorable
Juez4,Motivo2,Seguro6,Desfavorable
Juez4,Motivo4,Seguro5,Desfavorable
Juez3,Motivo3,Seguro3,Desfavorable
Juez3,Motivo3,Seguro5,Desfavorable
Juez4,Motivo1,Seguro5,Favorable
Juez1,Motivo2,Seguro2,Favorable
Juez3,Motivo3,Seguro6,Favorable
Juez2,Motivo1,Seguro4,Favorable
Juez4,Motivo3,Seguro7,Favorable
Juez4,Motivo3,Seguro3,Desfavorable
Juez1,Motivo4,Seguro7,Favorable
Juez3,Motivo4,Seguro1,Desfavorable
Juez4,Motivo4,Seguro7,Desfavorable
Juez1,Motivo1,Seguro4,Desfavorable
Juez1,Motivo4,Seguro1,Desfavorable
Juez3,Motivo3,Seguro5,Desfavorable
Juez2,Motivo1,Seguro7,Desfavorable
Juez1,Motivo4,Seguro4,Desfavorable
Juez4,Motivo4,Seguro3,Favorable
Juez2,Motivo4,Seguro7,Desfavorable
Juez3,Motivo1,Seguro6,Desfavorable
Juez2,Motivo2,Seguro6,Desfavorable
Juez2,Motivo2,Seguro7,Desfavorable
Juez1,Motivo3,Seguro5,Favorable
Juez2,Motivo1,Seguro7,Desfavorable
Juez4,Motivo3,Seguro3,Favorable
Juez1,Motivo2,Seguro5,Favorable
Juez1,Motivo2,Seguro1,Favorable
Juez2,Motivo3,Seguro6,Favorable
Juez1,Motivo4,Seguro7,Favorable
Juez2,Motivo1,Seguro3,Favorable
Juez1,Motivo3,Seguro2,Favorable
Juez4,Motivo3,Seguro5,Favorable
Juez2,Motivo2,Seguro4,Desfavorable
Juez2,Motivo1,Seguro5,Favorable
Juez4,Motivo2,Seguro5,Desfavorable
Juez4,Motivo2,Seguro5,Favorable
Juez3,Motivo2,Seguro5,Favorable
Juez2,Motivo4,Seguro2,Desfavorable
Juez3,Motivo3,Seguro1,Desfavorable
Juez4,Motivo2,Seguro1,Desfavorable
Juez3,Motivo4,Seguro2,Favorable
Juez1,Motivo4,Seguro4,Desfavorable
Juez3,Motivo3,Seguro4,Desfavorable
Juez2,Motivo2,Seguro4,Desfavorable
Juez1,Motivo4,Seguro2,Desfavorable
Juez4,Motivo4,Seguro5,Favorable
Juez2,Motivo3,Seguro6,Favorable
Juez4,Motivo3,Seguro2,Desfavorable
Juez4,Motivo2,Seguro2,Favorable
Juez2,Motivo2,Seguro6,Desfavorable
Juez3,Motivo2,Seguro5,Favorable
Juez1,Motivo1,Seguro4,Desfavorable
Juez1,Motivo2,Seguro2,Favorable
Juez3,Motivo1,Seguro4,Desfavorable
Juez4,Motivo3,Seguro6,Desfavorable
Juez3,Motivo1,Seguro4,Desfavorable
Juez1,Motivo3,Seguro1,Desfavorable
Juez4,Motivo3,Seguro1,Desfavorable
Juez2,Motivo4,Seguro2,Desfavorable
Juez1,Motivo4,Seguro2,Desfavorable
Juez2,Motivo4,Seguro2,Desfavorable
Juez3,Motivo2,Seguro4,Desfavorable
Juez3,Motivo1,Seguro6,Desfavorable
Juez2,Motivo4,Seguro2,Desfavorable
Juez4,Motivo1,Seguro4,Desfavorable
Juez2,Motivo4,Seguro2,Desfavorable
Juez4,Motivo4,Seguro2,Desfavorable
Juez4,Motivo2,Seguro2,Favorable
Juez1,Motivo2,Seguro3,Desfavorable
Juez4,Motivo3,Seguro2,Desfavorable
Juez2,Motivo3,Seguro1,Favorable
Juez4,Motivo3,Seguro2,Desfavorable
Juez2,Motivo4,Seguro2,Desfavorable
Juez4,Motivo3,Seguro6,Desfavorable
Juez3,Motivo2,Seguro7,Favorable
Juez1,Motivo3,Seguro5,Desfavorable
Juez1,Motivo4,Seguro1,Desfavorable
Juez3,Motivo1,Seguro1,Desfavorable
Juez4,Motivo2,Seguro6,Desfavorable
Juez4,Motivo4,Seguro4,Desfavorable
Juez2,Motivo2,Seguro6,Desfavorable
Juez3,Motivo1,Seguro6,Desfavorable
Juez2,Motivo2,Seguro6,Desfavorable
Juez3,Motivo3,Seguro4,Desfavorable
Juez1,Motivo1,Seguro2,Favorable
Juez2,Motivo1,Seguro5,Favorable
Juez3,Motivo1,Seguro3,Desfavorable
Juez2,Motivo3,Seguro4,Desfavorable
Juez1,Motivo1,Seguro3,Desfavorable
Juez1,Motivo3,Seguro3,Favorable
Juez4,Motivo1,Seguro5,Desfavorable
Juez1,Motivo4,Seguro1,Favorable
Juez1,Motivo2,Seguro7,Favorable
Juez4,Motivo2,Seguro7,Desfavorable
Juez1,Motivo4,Seguro1,Desfavorable
Juez1,Motivo2,Seguro5,Favorable
Juez2,Motivo2,Seguro1,Favorable
Juez4,Motivo3,Seguro6,Desfavorable
Juez3,Motivo4,Seguro2,Favorable
Juez1,Motivo4,Seguro5,Favorable
Juez1,Motivo1,Seguro1,Desfavorable
Juez2,Motivo1,Seguro4,Favorable
Juez2,Motivo2,Seguro7,Favorable
Juez4,Motivo3,Seguro2,Desfavorable
Juez2,Motivo3,Seguro4,Desfavorable
Juez4,Motivo3,Seguro2,Desfavorable
Juez2,Motivo1,Seguro5,Favorable
Juez3,Motivo4,Seguro2,Favorable
Juez4,Motivo3,Seguro1,Desfavorable
Juez3,Motivo3,Seguro4,Desfavorable
Juez1,Motivo1,Seguro6,Desfavorable
Juez4,Motivo2,Seguro2,Favorable
Juez1,Motivo2,Seguro7,Desfavorable
Juez2,Motivo3,Seguro2,Desfavorable
Juez1,Motivo3,Seguro3,Desfavorable
Juez3,Motivo2,Seguro1,Desfavorable
Juez1,Motivo1,Seguro6,Desfavorable
Juez4,Motivo2,Seguro3,Favorable
Juez2,Motivo2,Seguro1,Favorable
Juez2,Motivo4,Seguro5,Favorable
Juez2,Motivo4,Seguro3,Desfavorable
Juez4,Motivo2,Seguro5,Desfavorable
Juez2,Motivo3,Seguro6,Favorable
Juez1,Motivo4,Seguro1,Desfavorable
Juez2,Motivo2,Seguro1,Favorable
Juez4,Motivo3,Seguro1,Desfavorable
Juez1,Motivo4,Seguro2,Desfavorable
Juez2,Motivo1,Seguro2,Favorable
Juez2,Motivo4,Seguro4,Favorable
Juez2,Motivo4,Seguro7,Favorable
Juez2,Motivo4,Seguro2,Desfavorable
Juez1,Motivo2,Seguro2,Favorable
Juez1,Motivo4,Seguro7,Favorable
Juez4,Motivo4,Seguro3,Favorable
Juez3,Motivo2,Seguro2,Desfavorable
Juez2,Motivo4,Seguro2,Desfavorable
Juez4,Motivo3,Seguro7,Favorable
Juez2,Motivo3,Seguro6,Favorable
Juez4,Motivo4,Seguro4,Desfavorable
Juez3,Motivo3,Seguro5,Desfavorable
Juez1,Motivo3,Seguro2,Favorable
Juez1,Motivo4,Seguro3,Favorable
Juez4,Motivo3,Seguro6,Desfavorable
Juez2,Motivo1,Seguro2,Favorable
Juez4,Motivo1,Seguro1,Favorable
Juez4,Motivo2,Seguro5,Desfavorable
Juez4,Motivo2,Seguro1,Desfavorable
Juez3,Motivo3,Seguro5,Desfavorable
Juez2,Motivo2,Seguro6,Favorable
Juez3,Motivo1,Seguro7,Desfavorable
Juez4,Motivo4,Seguro4,Desfavorable
Juez2,Motivo4,Seguro2,Desfavorable
Juez1,Motivo2,Seguro2,Favorable
Juez4,Motivo1,Seguro2,Favorable
Juez3,Motivo2,Seguro7,Favorable
Juez4,Motivo1,Seguro3,Desfavorable
Juez1,Motivo4,Seguro5,Favorable
Juez3,Motivo1,Seguro6,Desfavorable
Juez3,Motivo4,Seguro3,Desfavorable
Juez4,Motivo1,Seguro3,Desfavorable
Juez2,Motivo4,Seguro7,Favorable
Juez2,Motivo2,Seguro5,Favorable
Juez2,Motivo2,Seguro1,Favorable
Juez2,Motivo1,Seguro6,Favorable
Juez4,Motivo2,Seguro5,Favorable
Juez3,Motivo4,Seguro1,Desfavorable
Juez1,Motivo4,Seguro7,Favorable
Juez3,Motivo3,Seguro3,Desfavorable
Juez3,Motivo3,Seguro3,Desfavorable
Juez3,Motivo3,Seguro2,Desfavorable
Juez4,Motivo4,Seguro3,Favorable
Juez1,Motivo2,Seguro4,Desfavorable
Juez2,Motivo4,Seguro7,Desfavorable
Juez3,Motivo1,Seguro7,Desfavorable
Juez2,Motivo1,Seguro3,Favorable
Juez2,Motivo3,Seguro3,Desfavorable
